bstart,bend,receptor,protein,site,library,experiment,pdb,gpf,dpf,program,align,res,md,alt,cx,cy,cz,sx,sy,sz,flex,status
257767,257817,x3ZT4_B_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,3ZT4,none,none,FV,sampl4ref.pdb,1,none,B,10.6038,-26.9227,-22.271,24,20,20,x3ZT4_B_IN_Y3a_flx.pdbqt,W
257818,257868,x3ZT4_B_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,3ZT4,none,none,FV,sampl4ref.pdb,1,none,B,17.9857,-22.8628,-9.6307,24,20,20,x3ZT4_B_IN_Y3b_flx.pdbqt,W
257869,257919,x4AHR_A_IN_FBPa_rig.pdbqt,IN,FBPa,AS,100,4AHR,none,none,FV,sampl4ref.pdb,1,none,A,4.974,-23.0841,-1.8364,22,20,20,x4AHR_A_IN_FBPa_flx.pdbqt,W
257920,257970,x4AHR_A_IN_FBPb_rig.pdbqt,IN,FBPb,AS,100,4AHR,none,none,FV,sampl4ref.pdb,1,none,A,17.5343,-15.9413,-10.7987,22,20,20,x4AHR_A_IN_FBPb_flx.pdbqt,W
257971,258021,x4AHR_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,AS,100,4AHR,none,none,FV,sampl4ref.pdb,1,none,A,11.6993,-44.7675,-0.6935,20,20,20,x4AHR_A_IN_LEDGFa_flx.pdbqt,W
258022,258072,x4AHR_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,AS,100,4AHR,none,none,FV,sampl4ref.pdb,1,none,A,32.9069,-32.4825,-11.9017,20,20,20,x4AHR_A_IN_LEDGFb_flx.pdbqt,W
258073,258123,x4AHR_A_IN_Y3a_rig.pdbqt,IN,Y3a,AS,100,4AHR,none,none,FV,sampl4ref.pdb,1,none,A,10.6038,-26.9227,-22.271,24,20,20,x4AHR_A_IN_Y3a_flx.pdbqt,W
258124,258174,x4AHR_A_IN_Y3b_rig.pdbqt,IN,Y3b,AS,100,4AHR,none,none,FV,sampl4ref.pdb,1,none,A,17.9857,-22.8628,-9.6307,24,20,20,x4AHR_A_IN_Y3b_flx.pdbqt,W
258175,258325,x3AO1_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3AO1,none,none,FV,sampl4ref.pdb,1,none,none,4.974,-23.0841,-1.8364,22,20,20,x3AO1_IN_FBPa_flx.pdbqt,W
258326,258476,x3AO1_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3AO1,none,none,FV,sampl4ref.pdb,1,none,none,17.5343,-15.9413,-10.7987,22,20,20,x3AO1_IN_FBPb_flx.pdbqt,W
258477,258627,x3AO1_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3AO1,none,none,FV,sampl4ref.pdb,1,none,none,11.6993,-44.7675,-0.6935,20,20,20,x3AO1_IN_LEDGFa_flx.pdbqt,W
258628,258778,x3AO1_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3AO1,none,none,FV,sampl4ref.pdb,1,none,none,32.9069,-32.4825,-11.9017,20,20,20,x3AO1_IN_LEDGFb_flx.pdbqt,W
258779,258929,x3AO2_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3AO2,none,none,FV,sampl4ref.pdb,1,none,none,4.974,-23.0841,-1.8364,22,20,20,x3AO2_IN_FBPa_flx.pdbqt,W
258930,259080,x3AO2_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3AO2,none,none,FV,sampl4ref.pdb,1,none,none,17.5343,-15.9413,-10.7987,22,20,20,x3AO2_IN_FBPb_flx.pdbqt,W
259081,259231,x3AO2_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3AO2,none,none,FV,sampl4ref.pdb,1,none,none,11.6993,-44.7675,-0.6935,20,20,20,x3AO2_IN_LEDGFa_flx.pdbqt,W
259232,259382,x3AO2_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3AO2,none,none,FV,sampl4ref.pdb,1,none,none,32.9069,-32.4825,-11.9017,20,20,20,x3AO2_IN_LEDGFb_flx.pdbqt,W
259383,259533,x3NF6_A_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,A,4.974,-23.0841,-1.8364,22,20,20,x3NF6_A_IN_FBPa_flx.pdbqt,W
259534,259684,x3NF6_A_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,A,17.5343,-15.9413,-10.7987,22,20,20,x3NF6_A_IN_FBPb_flx.pdbqt,W
259685,259835,x3NF6_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,A,11.6993,-44.7675,-0.6935,20,20,20,x3NF6_A_IN_LEDGFa_flx.pdbqt,W
259836,259986,x3NF6_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,A,32.9069,-32.4825,-11.9017,20,20,20,x3NF6_A_IN_LEDGFb_flx.pdbqt,W
259987,260137,x3NF6_A_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,A,10.6038,-26.9227,-22.271,24,20,20,x3NF6_A_IN_Y3a_flx.pdbqt,W
260138,260288,x3NF6_A_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,A,17.9857,-22.8628,-9.6307,24,20,20,x3NF6_A_IN_Y3b_flx.pdbqt,W
260289,260439,x3NF6_B_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,B,4.974,-23.0841,-1.8364,22,20,20,x3NF6_B_IN_FBPa_flx.pdbqt,W
260440,260590,x3NF6_B_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,B,17.5343,-15.9413,-10.7987,22,20,20,x3NF6_B_IN_FBPb_flx.pdbqt,W
260591,260741,x3NF6_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,B,11.6993,-44.7675,-0.6935,20,20,20,x3NF6_B_IN_LEDGFa_flx.pdbqt,W
260742,260892,x3NF6_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,B,32.9069,-32.4825,-11.9017,20,20,20,x3NF6_B_IN_LEDGFb_flx.pdbqt,W
260893,261043,x3NF6_B_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,B,10.6038,-26.9227,-22.271,24,20,20,x3NF6_B_IN_Y3a_flx.pdbqt,W
261044,261194,x3NF6_B_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3NF6,none,none,FV,sampl4ref.pdb,1,none,B,17.9857,-22.8628,-9.6307,24,20,20,x3NF6_B_IN_Y3b_flx.pdbqt,W
261195,261345,x3NF7_A_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,A,4.974,-23.0841,-1.8364,22,20,20,x3NF7_A_IN_FBPa_flx.pdbqt,W
261346,261496,x3NF7_A_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,A,17.5343,-15.9413,-10.7987,22,20,20,x3NF7_A_IN_FBPb_flx.pdbqt,W
261497,261647,x3NF7_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,A,11.6993,-44.7675,-0.6935,20,20,20,x3NF7_A_IN_LEDGFa_flx.pdbqt,W
261648,261798,x3NF7_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,A,32.9069,-32.4825,-11.9017,20,20,20,x3NF7_A_IN_LEDGFb_flx.pdbqt,W
261799,261949,x3NF7_A_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,A,10.6038,-26.9227,-22.271,24,20,20,x3NF7_A_IN_Y3a_flx.pdbqt,W
261950,262100,x3NF7_A_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,A,17.9857,-22.8628,-9.6307,24,20,20,x3NF7_A_IN_Y3b_flx.pdbqt,W
262101,262251,x3NF7_B_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,B,4.974,-23.0841,-1.8364,22,20,20,x3NF7_B_IN_FBPa_flx.pdbqt,W
262252,262402,x3NF7_B_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,B,17.5343,-15.9413,-10.7987,22,20,20,x3NF7_B_IN_FBPb_flx.pdbqt,W
262403,262553,x3NF7_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,B,11.6993,-44.7675,-0.6935,20,20,20,x3NF7_B_IN_LEDGFa_flx.pdbqt,W
262554,262704,x3NF7_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,B,32.9069,-32.4825,-11.9017,20,20,20,x3NF7_B_IN_LEDGFb_flx.pdbqt,W
262705,262855,x3NF7_B_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,B,10.6038,-26.9227,-22.271,24,20,20,x3NF7_B_IN_Y3a_flx.pdbqt,W
262856,263006,x3NF7_B_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3NF7,none,none,FV,sampl4ref.pdb,1,none,B,17.9857,-22.8628,-9.6307,24,20,20,x3NF7_B_IN_Y3b_flx.pdbqt,W
263007,263157,x3NF8_A_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,A,4.974,-23.0841,-1.8364,22,20,20,x3NF8_A_IN_FBPa_flx.pdbqt,W
263158,263308,x3NF8_A_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,A,17.5343,-15.9413,-10.7987,22,20,20,x3NF8_A_IN_FBPb_flx.pdbqt,W
263309,263459,x3NF8_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,A,11.6993,-44.7675,-0.6935,20,20,20,x3NF8_A_IN_LEDGFa_flx.pdbqt,W
263460,263610,x3NF8_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,A,32.9069,-32.4825,-11.9017,20,20,20,x3NF8_A_IN_LEDGFb_flx.pdbqt,W
263611,263761,x3NF8_A_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,A,10.6038,-26.9227,-22.271,24,20,20,x3NF8_A_IN_Y3a_flx.pdbqt,W
263762,263912,x3NF8_A_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,A,17.9857,-22.8628,-9.6307,24,20,20,x3NF8_A_IN_Y3b_flx.pdbqt,W
263913,264063,x3NF8_B_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,B,4.974,-23.0841,-1.8364,22,20,20,x3NF8_B_IN_FBPa_flx.pdbqt,W
264064,264214,x3NF8_B_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,B,17.5343,-15.9413,-10.7987,22,20,20,x3NF8_B_IN_FBPb_flx.pdbqt,W
264215,264365,x3NF8_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,B,11.6993,-44.7675,-0.6935,20,20,20,x3NF8_B_IN_LEDGFa_flx.pdbqt,W
264366,264516,x3NF8_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,B,32.9069,-32.4825,-11.9017,20,20,20,x3NF8_B_IN_LEDGFb_flx.pdbqt,W
264517,264667,x3NF8_B_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,B,10.6038,-26.9227,-22.271,24,20,20,x3NF8_B_IN_Y3a_flx.pdbqt,W
264668,264818,x3NF8_B_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3NF8,none,none,FV,sampl4ref.pdb,1,none,B,17.9857,-22.8628,-9.6307,24,20,20,x3NF8_B_IN_Y3b_flx.pdbqt,W
264819,264969,x3NF9_A_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,A,4.974,-23.0841,-1.8364,22,20,20,x3NF9_A_IN_FBPa_flx.pdbqt,W
264970,265120,x3NF9_A_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,A,17.5343,-15.9413,-10.7987,22,20,20,x3NF9_A_IN_FBPb_flx.pdbqt,W
265121,265271,x3NF9_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,A,11.6993,-44.7675,-0.6935,20,20,20,x3NF9_A_IN_LEDGFa_flx.pdbqt,W
265272,265422,x3NF9_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,A,32.9069,-32.4825,-11.9017,20,20,20,x3NF9_A_IN_LEDGFb_flx.pdbqt,W
265423,265573,x3NF9_A_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,A,10.6038,-26.9227,-22.271,24,20,20,x3NF9_A_IN_Y3a_flx.pdbqt,W
265574,265724,x3NF9_A_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,A,17.9857,-22.8628,-9.6307,24,20,20,x3NF9_A_IN_Y3b_flx.pdbqt,W
265725,265875,x3NF9_B_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,B,4.974,-23.0841,-1.8364,22,20,20,x3NF9_B_IN_FBPa_flx.pdbqt,W
265876,266026,x3NF9_B_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,B,17.5343,-15.9413,-10.7987,22,20,20,x3NF9_B_IN_FBPb_flx.pdbqt,W
266027,266177,x3NF9_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,B,11.6993,-44.7675,-0.6935,20,20,20,x3NF9_B_IN_LEDGFa_flx.pdbqt,W
266178,266328,x3NF9_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,B,32.9069,-32.4825,-11.9017,20,20,20,x3NF9_B_IN_LEDGFb_flx.pdbqt,W
266329,266479,x3NF9_B_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,B,10.6038,-26.9227,-22.271,24,20,20,x3NF9_B_IN_Y3a_flx.pdbqt,W
266480,266630,x3NF9_B_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3NF9,none,none,FV,sampl4ref.pdb,1,none,B,17.9857,-22.8628,-9.6307,24,20,20,x3NF9_B_IN_Y3b_flx.pdbqt,W
266631,266781,x3NFA_A_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,A,4.974,-23.0841,-1.8364,22,20,20,x3NFA_A_IN_FBPa_flx.pdbqt,W
266782,266932,x3NFA_A_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,A,17.5343,-15.9413,-10.7987,22,20,20,x3NFA_A_IN_FBPb_flx.pdbqt,W
266933,267083,x3NFA_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,A,11.6993,-44.7675,-0.6935,20,20,20,x3NFA_A_IN_LEDGFa_flx.pdbqt,W
267084,267234,x3NFA_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,A,32.9069,-32.4825,-11.9017,20,20,20,x3NFA_A_IN_LEDGFb_flx.pdbqt,W
267235,267385,x3NFA_A_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,A,10.6038,-26.9227,-22.271,24,20,20,x3NFA_A_IN_Y3a_flx.pdbqt,W
267386,267536,x3NFA_A_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,A,17.9857,-22.8628,-9.6307,24,20,20,x3NFA_A_IN_Y3b_flx.pdbqt,W
267537,267687,x3NFA_B_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,B,4.974,-23.0841,-1.8364,22,20,20,x3NFA_B_IN_FBPa_flx.pdbqt,W
267688,267838,x3NFA_B_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,B,17.5343,-15.9413,-10.7987,22,20,20,x3NFA_B_IN_FBPb_flx.pdbqt,W
267839,267989,x3NFA_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,B,11.6993,-44.7675,-0.6935,20,20,20,x3NFA_B_IN_LEDGFa_flx.pdbqt,W
267990,268140,x3NFA_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,B,32.9069,-32.4825,-11.9017,20,20,20,x3NFA_B_IN_LEDGFb_flx.pdbqt,W
268141,268291,x3NFA_B_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,B,10.6038,-26.9227,-22.271,24,20,20,x3NFA_B_IN_Y3a_flx.pdbqt,W
268292,268442,x3NFA_B_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3NFA,none,none,FV,sampl4ref.pdb,1,none,B,17.9857,-22.8628,-9.6307,24,20,20,x3NFA_B_IN_Y3b_flx.pdbqt,W
268443,268593,x3VQ4_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3VQ4,none,none,FV,sampl4ref.pdb,1,none,none,4.974,-23.0841,-1.8364,22,20,20,x3VQ4_IN_FBPa_flx.pdbqt,W
268594,268744,x3VQ4_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3VQ4,none,none,FV,sampl4ref.pdb,1,none,none,17.5343,-15.9413,-10.7987,22,20,20,x3VQ4_IN_FBPb_flx.pdbqt,W
268745,268895,x3VQ4_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3VQ4,none,none,FV,sampl4ref.pdb,1,none,none,11.6993,-44.7675,-0.6935,20,20,20,x3VQ4_IN_LEDGFa_flx.pdbqt,W
268896,269046,x3VQ4_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3VQ4,none,none,FV,sampl4ref.pdb,1,none,none,32.9069,-32.4825,-11.9017,20,20,20,x3VQ4_IN_LEDGFb_flx.pdbqt,W
269047,269197,x3VQ5_A_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3VQ5,none,none,FV,sampl4ref.pdb,1,none,A,4.974,-23.0841,-1.8364,22,20,20,x3VQ5_A_IN_FBPa_flx.pdbqt,W
269198,269348,x3VQ5_A_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3VQ5,none,none,FV,sampl4ref.pdb,1,none,A,17.5343,-15.9413,-10.7987,22,20,20,x3VQ5_A_IN_FBPb_flx.pdbqt,W
269349,269499,x3VQ5_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3VQ5,none,none,FV,sampl4ref.pdb,1,none,A,11.6993,-44.7675,-0.6935,20,20,20,x3VQ5_A_IN_LEDGFa_flx.pdbqt,W
269500,269650,x3VQ5_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3VQ5,none,none,FV,sampl4ref.pdb,1,none,A,32.9069,-32.4825,-11.9017,20,20,20,x3VQ5_A_IN_LEDGFb_flx.pdbqt,W
269651,269801,x3VQ7_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3VQ7,none,none,FV,sampl4ref.pdb,1,none,none,4.974,-23.0841,-1.8364,22,20,20,x3VQ7_IN_FBPa_flx.pdbqt,W
269802,269952,x3VQ7_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3VQ7,none,none,FV,sampl4ref.pdb,1,none,none,17.5343,-15.9413,-10.7987,22,20,20,x3VQ7_IN_FBPb_flx.pdbqt,W
269953,270103,x3VQ7_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3VQ7,none,none,FV,sampl4ref.pdb,1,none,none,11.6993,-44.7675,-0.6935,20,20,20,x3VQ7_IN_LEDGFa_flx.pdbqt,W
270104,270254,x3VQ7_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3VQ7,none,none,FV,sampl4ref.pdb,1,none,none,32.9069,-32.4825,-11.9017,20,20,20,x3VQ7_IN_LEDGFb_flx.pdbqt,W
270255,270405,x3VQ8_B_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3VQ8,none,none,FV,sampl4ref.pdb,1,none,B,4.974,-23.0841,-1.8364,22,20,20,x3VQ8_B_IN_FBPa_flx.pdbqt,W
270406,270556,x3VQ8_B_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3VQ8,none,none,FV,sampl4ref.pdb,1,none,B,17.5343,-15.9413,-10.7987,22,20,20,x3VQ8_B_IN_FBPb_flx.pdbqt,W
270557,270707,x3VQ8_B_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3VQ8,none,none,FV,sampl4ref.pdb,1,none,B,11.6993,-44.7675,-0.6935,20,20,20,x3VQ8_B_IN_LEDGFa_flx.pdbqt,W
270708,270858,x3VQ8_B_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3VQ8,none,none,FV,sampl4ref.pdb,1,none,B,32.9069,-32.4825,-11.9017,20,20,20,x3VQ8_B_IN_LEDGFb_flx.pdbqt,W
270859,271009,x3VQA_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3VQA,none,none,FV,sampl4ref.pdb,1,none,none,4.974,-23.0841,-1.8364,22,20,20,x3VQA_IN_FBPa_flx.pdbqt,W
271010,271160,x3VQA_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3VQA,none,none,FV,sampl4ref.pdb,1,none,none,17.5343,-15.9413,-10.7987,22,20,20,x3VQA_IN_FBPb_flx.pdbqt,W
271161,271311,x3VQA_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3VQA,none,none,FV,sampl4ref.pdb,1,none,none,11.6993,-44.7675,-0.6935,20,20,20,x3VQA_IN_LEDGFa_flx.pdbqt,W
271312,271462,x3VQA_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3VQA,none,none,FV,sampl4ref.pdb,1,none,none,32.9069,-32.4825,-11.9017,20,20,20,x3VQA_IN_LEDGFb_flx.pdbqt,W
271463,271613,x3VQD_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3VQD,none,none,FV,sampl4ref.pdb,1,none,none,4.974,-23.0841,-1.8364,22,20,20,x3VQD_IN_FBPa_flx.pdbqt,W
271614,271764,x3VQD_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3VQD,none,none,FV,sampl4ref.pdb,1,none,none,17.5343,-15.9413,-10.7987,22,20,20,x3VQD_IN_FBPb_flx.pdbqt,W
271765,271915,x3VQD_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3VQD,none,none,FV,sampl4ref.pdb,1,none,none,11.6993,-44.7675,-0.6935,20,20,20,x3VQD_IN_LEDGFa_flx.pdbqt,W
271916,272066,x3VQD_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3VQD,none,none,FV,sampl4ref.pdb,1,none,none,32.9069,-32.4825,-11.9017,20,20,20,x3VQD_IN_LEDGFb_flx.pdbqt,W
272067,272217,x3VQE_A_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3VQE,none,none,FV,sampl4ref.pdb,1,none,A,4.974,-23.0841,-1.8364,22,20,20,x3VQE_A_IN_FBPa_flx.pdbqt,W
272218,272368,x3VQE_A_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3VQE,none,none,FV,sampl4ref.pdb,1,none,A,17.5343,-15.9413,-10.7987,22,20,20,x3VQE_A_IN_FBPb_flx.pdbqt,W
272369,272519,x3VQE_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3VQE,none,none,FV,sampl4ref.pdb,1,none,A,11.6993,-44.7675,-0.6935,20,20,20,x3VQE_A_IN_LEDGFa_flx.pdbqt,W
272520,272670,x3VQE_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3VQE,none,none,FV,sampl4ref.pdb,1,none,A,32.9069,-32.4825,-11.9017,20,20,20,x3VQE_A_IN_LEDGFb_flx.pdbqt,W
272671,272821,x3ZCM_A_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3ZCM,none,none,FV,sampl4ref.pdb,1,none,A,4.974,-23.0841,-1.8364,22,20,20,x3ZCM_A_IN_FBPa_flx.pdbqt,W
272822,272972,x3ZCM_A_IN_FBPb_rig.pdbqt,IN,FBPb,VM,101,3ZCM,none,none,FV,sampl4ref.pdb,1,none,A,17.5343,-15.9413,-10.7987,22,20,20,x3ZCM_A_IN_FBPb_flx.pdbqt,W
272973,273123,x3ZCM_A_IN_LEDGFa_rig.pdbqt,IN,LEDGFa,VM,101,3ZCM,none,none,FV,sampl4ref.pdb,1,none,A,11.6993,-44.7675,-0.6935,20,20,20,x3ZCM_A_IN_LEDGFa_flx.pdbqt,W
273124,273274,x3ZCM_A_IN_LEDGFb_rig.pdbqt,IN,LEDGFb,VM,101,3ZCM,none,none,FV,sampl4ref.pdb,1,none,A,32.9069,-32.4825,-11.9017,20,20,20,x3ZCM_A_IN_LEDGFb_flx.pdbqt,W
273275,273425,x3ZCM_A_IN_Y3a_rig.pdbqt,IN,Y3a,VM,101,3ZCM,none,none,FV,sampl4ref.pdb,1,none,A,10.6038,-26.9227,-22.271,24,20,20,x3ZCM_A_IN_Y3a_flx.pdbqt,W
273426,273576,x3ZCM_A_IN_Y3b_rig.pdbqt,IN,Y3b,VM,101,3ZCM,none,none,FV,sampl4ref.pdb,1,none,A,17.9857,-22.8628,-9.6307,24,20,20,x3ZCM_A_IN_Y3b_flx.pdbqt,W
273577,273727,x3ZSO_B_IN_FBPa_rig.pdbqt,IN,FBPa,VM,101,3ZSO,none,none,FV,sampl4ref.pdb,1,none,B,4.974,-23.0841,-1.8364,22,20,20,x3ZSO_B_IN_FBPa_flx.pdbqt,W
